NIfTI ID,Slice Index,Tumor Ratio,Brain Area
BraTS-GLI-01280-000,50,0.2187,14662
BraTS-GLI-01280-000,51,0.2224,14731
BraTS-GLI-01280-000,52,0.2257,14798
BraTS-GLI-01280-000,53,0.223,15280
BraTS-GLI-01280-000,54,0.2173,15855
BraTS-GLI-01280-000,55,0.215,16220
BraTS-GLI-01280-000,56,0.212,16530
BraTS-GLI-01280-000,57,0.211,16836
BraTS-GLI-01280-000,58,0.2122,17052
BraTS-GLI-01280-000,59,0.2114,17213
BraTS-GLI-01280-000,60,0.2124,17377
BraTS-GLI-01280-000,61,0.2116,17546
BraTS-GLI-01280-000,62,0.2093,17705
BraTS-GLI-01280-000,63,0.2101,17837
BraTS-GLI-01280-000,64,0.2121,17993
BraTS-GLI-01280-000,65,0.2128,18147
BraTS-GLI-01280-000,66,0.2137,18297
BraTS-GLI-01280-000,67,0.215,18425
BraTS-GLI-01280-000,68,0.2167,18557
BraTS-GLI-01280-000,69,0.2181,18667
BraTS-GLI-01280-000,70,0.2157,18780
BraTS-GLI-01280-000,71,0.2129,18868
BraTS-GLI-01280-000,72,0.2068,18927
BraTS-GLI-01280-000,73,0.2002,18974
BraTS-GLI-00186-000,95,0.2026,17013
BraTS-GLI-00186-000,96,0.2054,16740
BraTS-GLI-00186-000,97,0.2068,16491
BraTS-GLI-00186-000,98,0.2076,16220
BraTS-GLI-00186-000,99,0.2076,15964
BraTS-GLI-00186-000,100,0.2077,15685
BraTS-GLI-00186-000,101,0.2057,15394
BraTS-GLI-01045-000,60,0.2107,18734
BraTS-GLI-01045-000,61,0.2163,18840
BraTS-GLI-01045-000,62,0.2228,18949
BraTS-GLI-01045-000,63,0.2347,19046
BraTS-GLI-01045-000,64,0.2359,19074
BraTS-GLI-01045-000,65,0.2364,19087
BraTS-GLI-01045-000,66,0.2386,19106
BraTS-GLI-01045-000,67,0.2441,19151
BraTS-GLI-01045-000,68,0.2473,19169
BraTS-GLI-01045-000,69,0.247,19159
BraTS-GLI-01045-000,70,0.2459,19110
BraTS-GLI-01045-000,71,0.2477,19074
BraTS-GLI-01045-000,80,0.2496,18678
BraTS-GLI-01045-000,81,0.2455,18598
BraTS-GLI-01045-000,82,0.2393,18521
BraTS-GLI-01045-000,83,0.2287,18438
BraTS-GLI-01045-000,84,0.2314,18367
BraTS-GLI-01045-000,85,0.2352,18188
BraTS-GLI-01045-000,86,0.2259,18031
BraTS-GLI-01045-000,87,0.2133,17889
BraTS-GLI-01045-000,88,0.2034,17790
BraTS-GLI-01045-000,90,0.2025,17597
BraTS-GLI-01045-000,91,0.2023,17521
BraTS-GLI-01477-000,46,0.2213,11733
BraTS-GLI-01477-000,47,0.2427,11963
BraTS-GLI-01477-000,75,0.2499,17262
BraTS-GLI-01477-000,76,0.2442,17246
BraTS-GLI-01477-000,77,0.2385,17234
BraTS-GLI-01477-000,78,0.2324,17206
BraTS-GLI-01477-000,79,0.2237,17230
BraTS-GLI-01477-000,80,0.2146,17202
BraTS-GLI-01477-000,81,0.2043,17173
BraTS-GLI-01216-000,98,0.2012,14828
BraTS-GLI-01216-000,99,0.2028,14589
BraTS-GLI-01216-000,100,0.2036,14351
BraTS-GLI-01216-000,101,0.2024,14098
BraTS-GLI-00558-001,70,0.2009,18758
BraTS-GLI-00558-001,71,0.208,18806
BraTS-GLI-00558-001,72,0.2154,18808
BraTS-GLI-00558-001,73,0.2234,18849
BraTS-GLI-00558-001,74,0.2299,18874
BraTS-GLI-00558-001,75,0.2356,18882
BraTS-GLI-00558-001,76,0.2415,18881
BraTS-GLI-00558-001,77,0.246,18866
BraTS-GLI-00558-001,110,0.2444,12881
BraTS-GLI-00558-001,111,0.233,12590
BraTS-GLI-00558-001,112,0.2301,12114
BraTS-GLI-00558-001,113,0.2236,11824
BraTS-GLI-00558-001,114,0.2181,11556
BraTS-GLI-00558-001,115,0.2123,11141
BraTS-GLI-00216-000,75,0.2075,16791
BraTS-GLI-00216-000,76,0.2222,16766
BraTS-GLI-00216-000,77,0.2325,16755
BraTS-GLI-00216-000,78,0.2397,16738
BraTS-GLI-00216-000,79,0.2468,16737
BraTS-GLI-00216-000,93,0.2478,15440
BraTS-GLI-00216-000,94,0.2421,15268
BraTS-GLI-00216-000,95,0.2367,15066
BraTS-GLI-00216-000,96,0.2301,14861
BraTS-GLI-00216-000,97,0.2239,14657
BraTS-GLI-00216-000,98,0.2215,14435
BraTS-GLI-00216-000,99,0.2226,14184
BraTS-GLI-00216-000,100,0.2202,13940
BraTS-GLI-00216-000,101,0.2126,13630
BraTS-GLI-00216-000,102,0.2086,13349
BraTS-GLI-00216-000,103,0.2043,13054
BraTS-GLI-01197-000,88,0.2006,15034
BraTS-GLI-00725-001,84,0.2046,16621
BraTS-GLI-00725-001,85,0.2073,16561
BraTS-GLI-00725-001,86,0.21,16511
BraTS-GLI-00725-001,87,0.2158,16424
BraTS-GLI-00725-001,88,0.2321,16316
BraTS-GLI-00725-001,89,0.2425,16211
BraTS-GLI-00725-001,96,0.2499,14916
BraTS-GLI-00725-001,97,0.2405,14822
BraTS-GLI-00725-001,98,0.2328,14644
BraTS-GLI-00725-001,99,0.2205,14478
BraTS-GLI-00725-001,100,0.2035,14227
BraTS-GLI-01112-000,81,0.2058,17687
BraTS-GLI-01112-000,82,0.2126,17644
BraTS-GLI-01112-000,83,0.2193,17587
BraTS-GLI-01112-000,84,0.2245,17556
BraTS-GLI-01112-000,85,0.2285,17523
BraTS-GLI-01112-000,86,0.2312,17477
BraTS-GLI-01112-000,87,0.2345,17428
BraTS-GLI-01112-000,88,0.2361,17357
BraTS-GLI-01112-000,89,0.2362,17314
BraTS-GLI-01112-000,90,0.2348,17227
BraTS-GLI-01112-000,91,0.2324,17183
BraTS-GLI-01112-000,92,0.2302,17124
BraTS-GLI-01112-000,93,0.2286,17028
BraTS-GLI-01112-000,94,0.2276,16940
BraTS-GLI-01112-000,95,0.2253,16845
BraTS-GLI-01112-000,96,0.2246,16641
BraTS-GLI-01112-000,97,0.2205,16578
BraTS-GLI-01112-000,98,0.2179,16426
BraTS-GLI-01112-000,99,0.2109,16279
BraTS-GLI-01112-000,100,0.2117,16078
BraTS-GLI-01112-000,101,0.2082,15873
BraTS-GLI-01112-000,102,0.2014,15663
BraTS-GLI-01202-000,54,0.2008,14236
BraTS-GLI-01202-000,55,0.2062,14509
BraTS-GLI-01202-000,56,0.2081,14749
BraTS-GLI-01202-000,57,0.2088,15029
BraTS-GLI-01202-000,58,0.2144,15259
BraTS-GLI-01202-000,59,0.2351,15500
BraTS-GLI-01202-000,60,0.2489,15696
BraTS-GLI-01202-000,79,0.2455,17376
BraTS-GLI-01202-000,80,0.2433,17332
BraTS-GLI-01202-000,81,0.2438,17266
BraTS-GLI-01202-000,82,0.2424,17223
BraTS-GLI-01202-000,83,0.2413,17139
BraTS-GLI-01202-000,84,0.2455,17036
BraTS-GLI-01202-000,85,0.2409,16923
BraTS-GLI-01202-000,86,0.2282,16793
BraTS-GLI-01202-000,87,0.2277,16673
BraTS-GLI-01202-000,88,0.2272,16568
BraTS-GLI-01202-000,89,0.228,16458
BraTS-GLI-01202-000,90,0.2305,16327
BraTS-GLI-01202-000,91,0.2187,16167
BraTS-GLI-01202-000,92,0.2035,16007
BraTS-GLI-01313-000,86,0.207,18254
BraTS-GLI-01313-000,87,0.2086,18129
BraTS-GLI-01313-000,88,0.2094,18020
BraTS-GLI-01313-000,89,0.2123,17920
BraTS-GLI-01313-000,90,0.2134,17782
BraTS-GLI-01313-000,91,0.2124,17617
BraTS-GLI-01313-000,92,0.2137,17443
BraTS-GLI-01313-000,93,0.2137,17287
BraTS-GLI-01313-000,94,0.213,17128
BraTS-GLI-01313-000,95,0.2119,16924
BraTS-GLI-01313-000,96,0.2099,16724
BraTS-GLI-01313-000,97,0.2097,16535
BraTS-GLI-01313-000,98,0.2087,16296
BraTS-GLI-01313-000,99,0.2098,16064
BraTS-GLI-01313-000,100,0.2095,15811
BraTS-GLI-01313-000,101,0.208,15556
BraTS-GLI-01313-000,102,0.2075,15226
BraTS-GLI-01313-000,103,0.2033,15018
BraTS-GLI-01116-000,47,0.2066,13031
BraTS-GLI-01116-000,48,0.2093,13412
BraTS-GLI-00703-001,74,0.201,18903
BraTS-GLI-00703-001,75,0.2136,18876
BraTS-GLI-00703-001,76,0.2247,18884
BraTS-GLI-00703-001,77,0.2332,18869
BraTS-GLI-00703-001,78,0.2382,18822
BraTS-GLI-00703-001,79,0.2446,18770
BraTS-GLI-00703-001,109,0.2481,13347
BraTS-GLI-00703-001,110,0.2447,13024
BraTS-GLI-00703-001,111,0.2403,12707
BraTS-GLI-00703-001,112,0.2344,12363
BraTS-GLI-00703-001,113,0.2262,12052
BraTS-GLI-00703-001,114,0.221,11769
BraTS-GLI-00703-001,115,0.2168,11368
BraTS-GLI-00808-000,60,0.206,17579
BraTS-GLI-00808-000,61,0.2064,17773
BraTS-GLI-00808-000,62,0.2081,17974
BraTS-GLI-00808-000,63,0.2069,18169
BraTS-GLI-00808-000,64,0.2062,18541
BraTS-GLI-00808-000,65,0.2053,18632
BraTS-GLI-00808-000,66,0.2045,18789
BraTS-GLI-00808-000,67,0.2062,18914
BraTS-GLI-00808-000,68,0.2047,18978
BraTS-GLI-00808-000,69,0.2035,19030
BraTS-GLI-00808-000,70,0.204,19069
BraTS-GLI-00808-000,71,0.2022,19114
BraTS-GLI-00568-000,87,0.2032,19506
BraTS-GLI-00568-000,88,0.208,19393
BraTS-GLI-00568-000,89,0.2096,19301
BraTS-GLI-00568-000,90,0.2135,19160
BraTS-GLI-00568-000,91,0.2186,19056
BraTS-GLI-00568-000,92,0.2199,18951
BraTS-GLI-00568-000,93,0.221,18796
BraTS-GLI-00568-000,94,0.2186,18679
BraTS-GLI-00568-000,95,0.2205,18554
BraTS-GLI-00568-000,96,0.2251,18328
BraTS-GLI-00568-000,97,0.2258,18220
BraTS-GLI-00568-000,98,0.2264,18045
BraTS-GLI-00568-000,99,0.224,17880
BraTS-GLI-00568-000,100,0.2193,17677
BraTS-GLI-00568-000,101,0.2105,17471
BraTS-GLI-00568-000,108,0.2,15703
BraTS-GLI-01665-000,56,0.203,16588
BraTS-GLI-01665-000,57,0.2052,16733
BraTS-GLI-01665-000,58,0.2065,16860
BraTS-GLI-01665-000,59,0.2064,17019
BraTS-GLI-01665-000,60,0.2053,17195
BraTS-GLI-01665-000,61,0.2052,17316
BraTS-GLI-01665-000,62,0.2032,17453
BraTS-GLI-01665-000,63,0.2041,17596
BraTS-GLI-01665-000,64,0.2042,17695
BraTS-GLI-01665-000,65,0.2043,17794
BraTS-GLI-01665-000,66,0.204,17875
BraTS-GLI-01665-000,67,0.2044,17899
BraTS-GLI-01665-000,68,0.2047,17932
BraTS-GLI-01665-000,69,0.206,17942
BraTS-GLI-01665-000,70,0.2059,17922
BraTS-GLI-01665-000,71,0.2049,17959
BraTS-GLI-01665-000,72,0.203,17998
BraTS-GLI-01665-000,73,0.2003,17973
BraTS-GLI-01430-000,44,0.2047,13920
BraTS-GLI-01430-000,45,0.2198,14143
BraTS-GLI-01430-000,46,0.2244,14521
BraTS-GLI-01430-000,47,0.2357,14774
BraTS-GLI-01430-000,48,0.2429,15042
BraTS-GLI-01430-000,49,0.2448,15323
BraTS-GLI-01430-000,50,0.2461,15664
BraTS-GLI-01430-000,83,0.2434,18701
BraTS-GLI-01430-000,84,0.2338,18626
BraTS-GLI-01430-000,85,0.2271,18548
BraTS-GLI-01430-000,86,0.2235,18454
BraTS-GLI-01430-000,87,0.2193,18350
BraTS-GLI-01430-000,88,0.2152,18238
BraTS-GLI-01430-000,89,0.2081,18119
BraTS-GLI-01430-000,90,0.2018,17980
BraTS-GLI-00466-000,95,0.2003,17123
BraTS-GLI-00466-000,96,0.2024,17026
BraTS-GLI-00466-000,97,0.2043,16918
BraTS-GLI-00466-000,98,0.2055,16832
BraTS-GLI-00466-000,99,0.2066,16733
BraTS-GLI-00466-000,100,0.2076,16596
BraTS-GLI-00466-000,101,0.2084,16453
BraTS-GLI-00466-000,102,0.2099,16296
BraTS-GLI-00466-000,103,0.2117,16113
BraTS-GLI-00466-000,104,0.2104,15939
BraTS-GLI-00466-000,105,0.2115,15772
BraTS-GLI-00466-000,106,0.2104,15596
BraTS-GLI-00466-000,107,0.2092,15427
BraTS-GLI-00466-000,108,0.2088,15230
BraTS-GLI-00466-000,109,0.2078,15028
BraTS-GLI-00466-000,110,0.2074,14814
BraTS-GLI-00466-000,111,0.2034,14604
BraTS-GLI-00466-000,112,0.2019,14375
BraTS-GLI-00777-001,82,0.2009,16650
BraTS-GLI-00777-001,83,0.2037,16622
BraTS-GLI-00777-001,84,0.2082,16578
BraTS-GLI-00777-001,85,0.2119,16529
BraTS-GLI-00777-001,86,0.2143,16476
BraTS-GLI-00777-001,87,0.2176,16401
BraTS-GLI-00777-001,88,0.218,16324
BraTS-GLI-00777-001,89,0.2173,16215
BraTS-GLI-00777-001,90,0.219,16095
BraTS-GLI-00777-001,91,0.2189,15976
BraTS-GLI-00777-001,92,0.217,15878
BraTS-GLI-00777-001,93,0.2159,15745
BraTS-GLI-00777-001,94,0.2144,15605
BraTS-GLI-00777-001,95,0.2141,15467
BraTS-GLI-00777-001,96,0.215,15212
BraTS-GLI-00777-001,97,0.2124,15124
BraTS-GLI-00777-001,98,0.21,14964
BraTS-GLI-00777-001,99,0.2056,14819
BraTS-GLI-00777-001,100,0.2019,14617
BraTS-GLI-01281-000,84,0.201,17221
BraTS-GLI-01281-000,85,0.206,17023
BraTS-GLI-01281-000,86,0.2111,16830
BraTS-GLI-01281-000,87,0.2144,16598
BraTS-GLI-01281-000,88,0.2164,16397
BraTS-GLI-01281-000,89,0.2212,16158
BraTS-GLI-01281-000,90,0.2218,15975
BraTS-GLI-01281-000,91,0.2232,15734
BraTS-GLI-01281-000,92,0.2248,15537
BraTS-GLI-01281-000,93,0.2262,15270
BraTS-GLI-01281-000,94,0.2301,15052
BraTS-GLI-01281-000,95,0.2331,14781
BraTS-GLI-01281-000,96,0.2359,14555
BraTS-GLI-01281-000,97,0.2362,14257
BraTS-GLI-01281-000,98,0.2373,14014
BraTS-GLI-01281-000,99,0.2391,13675
BraTS-GLI-01281-000,100,0.2392,13434
BraTS-GLI-01281-000,101,0.2395,13077
BraTS-GLI-01281-000,102,0.2401,12809
BraTS-GLI-01281-000,103,0.2408,12435
BraTS-GLI-01281-000,104,0.241,12119
BraTS-GLI-01281-000,105,0.2441,11705
BraTS-GLI-01281-000,106,0.2454,11391
BraTS-GLI-01281-000,107,0.246,11002
BraTS-GLI-01281-000,108,0.246,10684
BraTS-GLI-01281-000,109,0.2435,10274
BraTS-GLI-01281-000,110,0.244,9951
BraTS-GLI-01281-000,111,0.2416,9513
BraTS-GLI-01281-000,112,0.2415,9209
BraTS-GLI-01281-000,113,0.2426,8764
BraTS-GLI-01281-000,114,0.2425,8428
BraTS-GLI-01281-000,115,0.2421,7959
BraTS-GLI-00143-000,49,0.2108,13046
BraTS-GLI-00143-000,50,0.2165,13189
BraTS-GLI-00143-000,51,0.2271,13593
BraTS-GLI-00143-000,52,0.2287,13988
BraTS-GLI-00143-000,53,0.2263,14607
BraTS-GLI-00143-000,54,0.2247,14782
BraTS-GLI-00143-000,55,0.225,15053
BraTS-GLI-00143-000,56,0.2255,15129
BraTS-GLI-00143-000,57,0.2149,15426
BraTS-GLI-00143-000,58,0.2146,15488
BraTS-GLI-00143-000,59,0.2116,15772
BraTS-GLI-00143-000,60,0.2091,15856
BraTS-GLI-01193-000,53,0.2014,12043
BraTS-GLI-00456-000,73,0.2037,16312
BraTS-GLI-00456-000,74,0.2107,16422
BraTS-GLI-00456-000,75,0.2185,16474
BraTS-GLI-00456-000,76,0.2262,16529
BraTS-GLI-00456-000,77,0.2294,16567
BraTS-GLI-00456-000,78,0.2326,16576
BraTS-GLI-00456-000,79,0.2359,16599
BraTS-GLI-00456-000,80,0.2395,16591
BraTS-GLI-00456-000,81,0.2435,16593
BraTS-GLI-00456-000,82,0.2438,16580
BraTS-GLI-00456-000,95,0.249,15730
BraTS-GLI-00456-000,96,0.2452,15591
BraTS-GLI-00456-000,97,0.2411,15464
BraTS-GLI-00456-000,98,0.2327,15354
BraTS-GLI-00456-000,99,0.2262,15227
BraTS-GLI-00456-000,100,0.2162,15018
BraTS-GLI-00456-000,101,0.2107,14833
BraTS-GLI-00456-000,102,0.2078,14652
BraTS-GLI-00456-000,103,0.2065,14472
BraTS-GLI-00456-000,104,0.207,14296
BraTS-GLI-00456-000,105,0.2086,14087
BraTS-GLI-00456-000,106,0.2103,13833
BraTS-GLI-00456-000,107,0.2111,13570
BraTS-GLI-00456-000,108,0.2097,13343
BraTS-GLI-00456-000,109,0.2084,13098
BraTS-GLI-00456-000,110,0.2066,12820
BraTS-GLI-00456-000,111,0.2047,12508
BraTS-GLI-00456-000,112,0.2035,12193
BraTS-GLI-00456-000,113,0.201,11905
BraTS-GLI-01291-000,106,0.2035,12266
BraTS-GLI-01291-000,107,0.2105,11995
BraTS-GLI-01291-000,108,0.2136,11749
BraTS-GLI-01291-000,109,0.2189,11478
BraTS-GLI-01291-000,110,0.2234,11242
BraTS-GLI-01291-000,111,0.2278,10949
BraTS-GLI-01291-000,112,0.2303,10681
BraTS-GLI-01291-000,113,0.2341,10372
BraTS-GLI-01291-000,114,0.2367,10103
BraTS-GLI-01291-000,115,0.2411,9778
BraTS-GLI-00400-000,42,0.2023,14239
BraTS-GLI-00400-000,43,0.2103,14363
BraTS-GLI-00400-000,44,0.2147,14456
BraTS-GLI-00400-000,45,0.2177,14554
BraTS-GLI-00400-000,46,0.2149,14827
BraTS-GLI-00400-000,47,0.2105,15159
BraTS-GLI-00400-000,48,0.2089,15483
BraTS-GLI-00400-000,49,0.2111,15598
BraTS-GLI-00400-000,50,0.2179,15737
BraTS-GLI-00400-000,51,0.2309,15828
BraTS-GLI-00400-000,52,0.2374,15932
BraTS-GLI-00400-000,53,0.2444,16025
BraTS-GLI-00400-000,54,0.2449,16113
BraTS-GLI-00400-000,55,0.2434,16208
BraTS-GLI-00400-000,56,0.243,16295
BraTS-GLI-00400-000,57,0.2404,16411
BraTS-GLI-00400-000,58,0.2374,16495
BraTS-GLI-00400-000,59,0.2345,16597
BraTS-GLI-00400-000,60,0.2296,16744
BraTS-GLI-00400-000,61,0.2244,16885
BraTS-GLI-00400-000,62,0.2207,17076
BraTS-GLI-00400-000,63,0.2211,17247
BraTS-GLI-00400-000,64,0.2201,17455
BraTS-GLI-00400-000,65,0.22,17643
BraTS-GLI-00400-000,66,0.2199,17837
BraTS-GLI-00400-000,67,0.2193,18012
BraTS-GLI-00400-000,68,0.2167,18153
BraTS-GLI-00400-000,69,0.2134,18284
BraTS-GLI-00400-000,70,0.2096,18398
BraTS-GLI-00400-000,71,0.2082,18492
BraTS-GLI-00400-000,72,0.2055,18595
BraTS-GLI-00400-000,73,0.2014,18662
BraTS-GLI-00250-000,93,0.2042,15204
BraTS-GLI-00250-000,95,0.2124,14975
BraTS-GLI-00250-000,96,0.2092,14831
BraTS-GLI-00250-000,97,0.2077,14671
BraTS-GLI-00250-000,98,0.212,14509
BraTS-GLI-00250-000,99,0.2094,14327
BraTS-GLI-01171-000,46,0.2004,12019
BraTS-GLI-01171-000,47,0.2044,12287
BraTS-GLI-01171-000,48,0.2052,12776
BraTS-GLI-01171-000,56,0.2015,15987
BraTS-GLI-01171-000,57,0.205,16143
BraTS-GLI-01171-000,58,0.2038,16316
BraTS-GLI-01171-000,59,0.2054,16534
BraTS-GLI-01171-000,60,0.2042,16755
BraTS-GLI-01171-000,61,0.2052,16919
BraTS-GLI-01171-000,62,0.2037,17111
BraTS-GLI-01171-000,63,0.2023,17278
BraTS-GLI-01171-000,64,0.2029,17409
BraTS-GLI-01171-000,65,0.2037,17520
BraTS-GLI-01171-000,66,0.2048,17596
BraTS-GLI-01171-000,67,0.2087,17646
BraTS-GLI-01171-000,68,0.2077,17714
BraTS-GLI-01171-000,69,0.2076,17738
BraTS-GLI-01171-000,70,0.2011,17761
BraTS-GLI-00336-000,82,0.2023,18166
BraTS-GLI-00336-000,83,0.2055,18119
BraTS-GLI-00336-000,84,0.2085,18055
BraTS-GLI-00336-000,85,0.2102,17994
BraTS-GLI-00336-000,86,0.2119,17935
BraTS-GLI-00336-000,87,0.2104,17854
BraTS-GLI-00336-000,88,0.2093,17762
BraTS-GLI-00336-000,89,0.2063,17633
BraTS-GLI-00336-000,90,0.2022,17515
BraTS-GLI-01419-000,64,0.2055,14581
BraTS-GLI-01419-000,65,0.2153,14681
BraTS-GLI-01419-000,66,0.2233,14932
BraTS-GLI-01419-000,67,0.229,15076
BraTS-GLI-01419-000,68,0.2292,15215
BraTS-GLI-01419-000,69,0.2328,15371
BraTS-GLI-01419-000,70,0.2361,15453
BraTS-GLI-01419-000,71,0.2397,15527
BraTS-GLI-01419-000,72,0.2381,15564
BraTS-GLI-01419-000,73,0.2404,15570
BraTS-GLI-01419-000,74,0.2441,15586
BraTS-GLI-01419-000,75,0.2459,15610
BraTS-GLI-01419-000,103,0.2489,12904
BraTS-GLI-01419-000,104,0.2321,12659
BraTS-GLI-01419-000,105,0.2286,12410
BraTS-GLI-01419-000,106,0.2182,12194
BraTS-GLI-01419-000,107,0.2021,11954
BraTS-GLI-01521-000,71,0.2193,16893
BraTS-GLI-01521-000,72,0.2293,16880
BraTS-GLI-01521-000,73,0.2368,16854
BraTS-GLI-01521-000,75,0.2458,16794
BraTS-GLI-01521-000,76,0.2479,16770
BraTS-GLI-01521-000,109,0.238,10661
BraTS-GLI-01521-000,110,0.2162,10309
BraTS-GLI-00417-000,49,0.2084,13554
BraTS-GLI-00417-000,50,0.2179,13768
BraTS-GLI-00417-000,51,0.2271,14053
BraTS-GLI-00417-000,52,0.2312,14297
BraTS-GLI-00417-000,53,0.2379,14572
BraTS-GLI-00417-000,54,0.2468,14728
BraTS-GLI-00417-000,55,0.2469,14852
BraTS-GLI-00417-000,56,0.2493,14986
BraTS-GLI-00417-000,78,0.2488,16659
BraTS-GLI-00417-000,79,0.2455,16648
BraTS-GLI-00417-000,80,0.2407,16650
BraTS-GLI-00417-000,81,0.2355,16639
BraTS-GLI-00417-000,82,0.2276,16629
BraTS-GLI-00417-000,83,0.222,16621
BraTS-GLI-00417-000,84,0.2132,16601
BraTS-GLI-00417-000,85,0.2122,16543
BraTS-GLI-00417-000,86,0.2063,16476
BraTS-GLI-01317-000,44,0.2033,12168
BraTS-GLI-01317-000,45,0.2032,12695
BraTS-GLI-01317-000,46,0.2072,13118
BraTS-GLI-01317-000,47,0.2139,13345
BraTS-GLI-01317-000,48,0.2178,13625
BraTS-GLI-01317-000,49,0.2215,13840
BraTS-GLI-01317-000,50,0.2248,14127
BraTS-GLI-01317-000,51,0.2257,14353
BraTS-GLI-01317-000,52,0.2276,14486
BraTS-GLI-01317-000,53,0.2282,14656
BraTS-GLI-01317-000,54,0.2273,14815
BraTS-GLI-01317-000,55,0.2245,15057
BraTS-GLI-01317-000,56,0.221,15287
BraTS-GLI-01317-000,57,0.219,15432
BraTS-GLI-01317-000,58,0.2152,15700
BraTS-GLI-01317-000,59,0.2132,15832
BraTS-GLI-01317-000,60,0.2097,16096
BraTS-GLI-01317-000,61,0.2055,16322
BraTS-GLI-01317-000,62,0.2015,16553
BraTS-GLI-01465-000,83,0.2004,17294
BraTS-GLI-01465-000,84,0.2031,17217
BraTS-GLI-01465-000,85,0.2075,17136
BraTS-GLI-01465-000,86,0.2099,17055
BraTS-GLI-01465-000,87,0.2127,16931
BraTS-GLI-01465-000,88,0.2157,16822
